n_raters,mean_kappa,sd_kappa,mean_delta,sd_delta,mean_delta_from_final,sd_delta_from_final,true_kappa
36,0.6895871080018113,0.029741894202192407,0.0029963772010437656,0.0022049623281431524,0.009601766369944826,0.007326528122957699,0.7
37,0.6893991063303093,0.029426376525949833,0.002984851311231804,0.0022717640381922873,0.009063622050339632,0.006944249471413719,0.7
38,0.6893190333876978,0.029197644143500977,0.0029404870519421896,0.0021364252235726456,0.008573313635874553,0.006549764212751951,0.7
39,0.6892670947953697,0.028818480205253474,0.002716237037329967,0.002054678967012858,0.007943514555734086,0.00616871232343943,0.7
40,0.6895436664899077,0.028489088963546898,0.002621723666564914,0.0019853412381640317,0.00755305512915643,0.0058753557195523574,0.7
41,0.6894074431832189,0.02859599450832356,0.002612161755697608,0.002055776794883585,0.007137792968347973,0.005372386215020674,0.7
42,0.6894403569880075,0.028415958774276013,0.0024533419616644945,0.0018948318130964797,0.006737768703627983,0.005026499798793682,0.7
43,0.6895125805040572,0.02832321743831398,0.002415011133752921,0.001818123058034076,0.0063890492904640234,0.004650355895449146,0.7
44,0.6894069461226482,0.02825334677121511,0.0025019374256585267,0.0019431196728847005,0.005709875266643692,0.004167348614541648,0.7
45,0.6893774019989078,0.028139396700334586,0.002398858738923062,0.0017661482563367176,0.005096829734087993,0.0038575342488849067,0.7
46,0.6894000405359779,0.028016533144636913,0.002350677685714939,0.0017788589903862144,0.004636083502476351,0.0032825915544312224,0.7
47,0.6893378318113585,0.02778558528997517,0.0023777133636155327,0.0018229760383515652,0.003920552335562693,0.0028554055008993113,0.7
48,0.6893926010914926,0.027597321541969918,0.0023079681967224566,0.0017054380242152655,0.003106438489706985,0.0023160576740865195,0.7
49,0.6894716522019217,0.027305543989476683,0.002138281175837465,0.001618701664386677,0.0021851532539263053,0.0016934934169146652,0.7
50,0.6894115058696445,0.027404675788529197,0.0021851532539263053,0.0016934934169146652,0.0,0.0,0.7
